# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Jul 18 12:14:25 2021
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_pubdate:   Discovery Publication Date
# COLUMN disc_facility:  Discovery Facility
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN glat:           Galactic Latitude [deg]
# COLUMN glon:           Galactic Longitude [deg]
# COLUMN sy_dist:        Distance [pc]
#
pl_name,discoverymethod,disc_year,disc_pubdate,disc_facility,st_mass,glat,glon,sy_dist
Kepler-1471 b,Transit,2016,2016-05,Kepler,0.79,16.35841,81.25660,978.6780000
Kepler-1471 b,Transit,2016,2016-05,Kepler,0.95,16.35841,81.25660,978.6780000
Kepler-1471 b,Transit,2016,2016-05,Kepler,,16.35841,81.25660,978.6780000
Kepler-1472 b,Transit,2016,2016-05,Kepler,1.16,12.89982,81.81523,1479.1400000
Kepler-1472 b,Transit,2016,2016-05,Kepler,,12.89982,81.81523,1479.1400000
Kepler-1472 b,Transit,2016,2016-05,Kepler,1.14,12.89982,81.81523,1479.1400000
Kepler-1472 b,Transit,2016,2016-05,Kepler,1.14,12.89982,81.81523,1479.1400000
Kepler-1472 b,Transit,2016,2016-05,Kepler,1.14,12.89982,81.81523,1479.1400000
Kepler-1472 b,Transit,2016,2016-05,Kepler,1.17,12.89982,81.81523,1479.1400000
Kepler-1472 b,Transit,2016,2016-05,Kepler,1.17,12.89982,81.81523,1479.1400000
Kepler-1472 b,Transit,2016,2016-05,Kepler,1.17,12.89982,81.81523,1479.1400000
Kepler-1472 b,Transit,2016,2016-05,Kepler,1.15,12.89982,81.81523,1479.1400000
Kepler-1473 b,Transit,2016,2016-05,Kepler,1.09,15.37282,80.54011,652.2530000
Kepler-1473 b,Transit,2016,2016-05,Kepler,,15.37282,80.54011,652.2530000
Kepler-1473 b,Transit,2016,2016-05,Kepler,1.00,15.37282,80.54011,652.2530000
Kepler-1473 b,Transit,2016,2016-05,Kepler,1.00,15.37282,80.54011,652.2530000
Kepler-1473 b,Transit,2016,2016-05,Kepler,1.07,15.37282,80.54011,652.2530000
Kepler-1473 b,Transit,2016,2016-05,Kepler,1.00,15.37282,80.54011,652.2530000
Kepler-1473 b,Transit,2016,2016-05,Kepler,1.00,15.37282,80.54011,652.2530000
Kepler-1473 b,Transit,2016,2016-05,Kepler,1.07,15.37282,80.54011,652.2530000
Kepler-1474 b,Transit,2016,2016-05,Kepler,0.99,11.54709,78.85639,1180.9000000
Kepler-1474 b,Transit,2016,2016-05,Kepler,1.12,11.54709,78.85639,1180.9000000
Kepler-1474 b,Transit,2016,2016-05,Kepler,0.99,11.54709,78.85639,1180.9000000
Kepler-1474 b,Transit,2016,2016-05,Kepler,1.04,11.54709,78.85639,1180.9000000
Kepler-1474 b,Transit,2016,2016-05,Kepler,0.94,11.54709,78.85639,1180.9000000
Kepler-1474 b,Transit,2016,2016-05,Kepler,1.12,11.54709,78.85639,1180.9000000
Kepler-1474 b,Transit,2016,2016-05,Kepler,1.12,11.54709,78.85639,1180.9000000
Kepler-1474 b,Transit,2016,2016-05,Kepler,,11.54709,78.85639,1180.9000000
Kepler-1474 b,Transit,2016,2016-05,Kepler,0.99,11.54709,78.85639,1180.9000000
Kepler-1475 b,Transit,2016,2016-05,Kepler,1.14,10.24795,78.27087,1568.3800000
Kepler-1475 b,Transit,2016,2016-05,Kepler,1.02,10.24795,78.27087,1568.3800000
Kepler-1475 b,Transit,2016,2016-05,Kepler,1.18,10.24795,78.27087,1568.3800000
Kepler-1475 b,Transit,2016,2016-05,Kepler,1.02,10.24795,78.27087,1568.3800000
Kepler-1475 b,Transit,2016,2016-05,Kepler,1.02,10.24795,78.27087,1568.3800000
Kepler-1475 b,Transit,2016,2016-05,Kepler,1.02,10.24795,78.27087,1568.3800000
Kepler-1475 b,Transit,2016,2016-05,Kepler,1.14,10.24795,78.27087,1568.3800000
Kepler-1475 b,Transit,2016,2016-05,Kepler,1.14,10.24795,78.27087,1568.3800000
Kepler-1475 b,Transit,2016,2016-05,Kepler,,10.24795,78.27087,1568.3800000
Kepler-1476 b,Transit,2016,2016-05,Kepler,,17.33785,74.04734,1002.7400000
Kepler-1476 b,Transit,2016,2016-05,Kepler,0.98,17.33785,74.04734,1002.7400000
Kepler-1476 b,Transit,2016,2016-05,Kepler,0.96,17.33785,74.04734,1002.7400000
Kepler-1476 b,Transit,2016,2016-05,Kepler,0.96,17.33785,74.04734,1002.7400000
Kepler-1476 b,Transit,2016,2016-05,Kepler,1.00,17.33785,74.04734,1002.7400000
Kepler-1476 b,Transit,2016,2016-05,Kepler,1.00,17.33785,74.04734,1002.7400000
Kepler-1476 b,Transit,2016,2016-05,Kepler,1.00,17.33785,74.04734,1002.7400000
Kepler-1476 b,Transit,2016,2016-05,Kepler,1.00,17.33785,74.04734,1002.7400000
Kepler-1477 b,Transit,2016,2016-05,Kepler,0.81,19.08479,71.89524,680.8280000
Kepler-1477 b,Transit,2016,2016-05,Kepler,0.76,19.08479,71.89524,680.8280000
Kepler-1477 b,Transit,2016,2016-05,Kepler,0.85,19.08479,71.89524,680.8280000
Kepler-1477 b,Transit,2016,2016-05,Kepler,0.85,19.08479,71.89524,680.8280000
Kepler-1477 b,Transit,2016,2016-05,Kepler,0.76,19.08479,71.89524,680.8280000
Kepler-1477 b,Transit,2016,2016-05,Kepler,0.76,19.08479,71.89524,680.8280000
Kepler-1477 b,Transit,2016,2016-05,Kepler,,19.08479,71.89524,680.8280000
Kepler-1477 b,Transit,2016,2016-05,Kepler,0.76,19.08479,71.89524,680.8280000
Kepler-1478 b,Transit,2016,2016-05,Kepler,0.93,10.65046,74.60654,1845.5800000
Kepler-1478 b,Transit,2016,2016-05,Kepler,1.04,10.65046,74.60654,1845.5800000
Kepler-1478 b,Transit,2016,2016-05,Kepler,1.04,10.65046,74.60654,1845.5800000
Kepler-1478 b,Transit,2016,2016-05,Kepler,0.93,10.65046,74.60654,1845.5800000
Kepler-1478 b,Transit,2016,2016-05,Kepler,1.04,10.65046,74.60654,1845.5800000
Kepler-1478 b,Transit,2016,2016-05,Kepler,0.93,10.65046,74.60654,1845.5800000
Kepler-1478 b,Transit,2016,2016-05,Kepler,,10.65046,74.60654,1845.5800000
Kepler-1478 b,Transit,2016,2016-05,Kepler,0.93,10.65046,74.60654,1845.5800000
Kepler-1479 b,Transit,2016,2016-05,Kepler,1.05,18.61192,79.96768,728.6680000
Kepler-1479 b,Transit,2016,2016-05,Kepler,,18.61192,79.96768,728.6680000
Kepler-1479 b,Transit,2016,2016-05,Kepler,1.02,18.61192,79.96768,728.6680000
Kepler-1479 b,Transit,2016,2016-05,Kepler,1.02,18.61192,79.96768,728.6680000
Kepler-1479 b,Transit,2016,2016-05,Kepler,1.05,18.61192,79.96768,728.6680000
Kepler-1479 b,Transit,2016,2016-05,Kepler,1.05,18.61192,79.96768,728.6680000
Kepler-1479 b,Transit,2016,2016-05,Kepler,0.99,18.61192,79.96768,728.6680000
Kepler-1479 b,Transit,2016,2016-05,Kepler,1.02,18.61192,79.96768,728.6680000
Kepler-1479 b,Transit,2016,2016-05,Kepler,1.02,18.61192,79.96768,728.6680000
Kepler-148 b,Transit,2014,2014-03,Kepler,0.89,15.03000,78.27565,791.1630000
Kepler-148 b,Transit,2014,2014-03,Kepler,0.83,15.03000,78.27565,791.1630000
Kepler-148 b,Transit,2014,2014-03,Kepler,0.83,15.03000,78.27565,791.1630000
Kepler-148 b,Transit,2014,2014-03,Kepler,0.88,15.03000,78.27565,791.1630000
Kepler-148 b,Transit,2014,2014-03,Kepler,,15.03000,78.27565,791.1630000
Kepler-148 b,Transit,2014,2014-03,Kepler,0.86,15.03000,78.27565,791.1630000
Kepler-148 b,Transit,2014,2014-03,Kepler,,15.03000,78.27565,791.1630000
Kepler-148 b,Transit,2014,2014-03,Kepler,0.89,15.03000,78.27565,791.1630000
Kepler-148 b,Transit,2014,2014-03,Kepler,0.83,15.03000,78.27565,791.1630000
Kepler-148 b,Transit,2014,2014-03,Kepler,0.89,15.03000,78.27565,791.1630000
Kepler-148 b,Transit,2014,2014-03,Kepler,0.78,15.03000,78.27565,791.1630000
Kepler-148 c,Transit,2014,2014-03,Kepler,0.89,15.03000,78.27565,791.1630000
Kepler-148 c,Transit,2014,2014-03,Kepler,0.83,15.03000,78.27565,791.1630000
Kepler-148 c,Transit,2014,2014-03,Kepler,0.78,15.03000,78.27565,791.1630000
Kepler-148 c,Transit,2014,2014-03,Kepler,0.89,15.03000,78.27565,791.1630000
Kepler-148 c,Transit,2014,2014-03,Kepler,,15.03000,78.27565,791.1630000
Kepler-148 c,Transit,2014,2014-03,Kepler,0.89,15.03000,78.27565,791.1630000
Kepler-148 c,Transit,2014,2014-03,Kepler,0.88,15.03000,78.27565,791.1630000
Kepler-148 c,Transit,2014,2014-03,Kepler,0.83,15.03000,78.27565,791.1630000
Kepler-148 c,Transit,2014,2014-03,Kepler,,15.03000,78.27565,791.1630000
Kepler-148 c,Transit,2014,2014-03,Kepler,0.86,15.03000,78.27565,791.1630000
Kepler-148 c,Transit,2014,2014-03,Kepler,0.83,15.03000,78.27565,791.1630000
Kepler-148 d,Transit,2016,2016-05,Kepler,0.83,15.03000,78.27565,791.1630000
Kepler-148 d,Transit,2016,2016-05,Kepler,0.83,15.03000,78.27565,791.1630000
Kepler-148 d,Transit,2016,2016-05,Kepler,0.89,15.03000,78.27565,791.1630000
Kepler-148 d,Transit,2016,2016-05,Kepler,0.83,15.03000,78.27565,791.1630000
Kepler-148 d,Transit,2016,2016-05,Kepler,0.86,15.03000,78.27565,791.1630000
Kepler-148 d,Transit,2016,2016-05,Kepler,0.89,15.03000,78.27565,791.1630000
Kepler-148 d,Transit,2016,2016-05,Kepler,0.89,15.03000,78.27565,791.1630000
Kepler-148 d,Transit,2016,2016-05,Kepler,0.78,15.03000,78.27565,791.1630000
Kepler-148 d,Transit,2016,2016-05,Kepler,0.88,15.03000,78.27565,791.1630000
Kepler-148 d,Transit,2016,2016-05,Kepler,,15.03000,78.27565,791.1630000
Kepler-1480 b,Transit,2016,2016-05,Kepler,,14.68579,81.20839,500.8920000
Kepler-1480 b,Transit,2016,2016-05,Kepler,0.85,14.68579,81.20839,500.8920000
Kepler-1480 b,Transit,2016,2016-05,Kepler,0.96,14.68579,81.20839,500.8920000
Kepler-1480 b,Transit,2016,2016-05,Kepler,0.96,14.68579,81.20839,500.8920000
Kepler-1480 b,Transit,2016,2016-05,Kepler,0.96,14.68579,81.20839,500.8920000
Kepler-1480 b,Transit,2016,2016-05,Kepler,0.83,14.68579,81.20839,500.8920000
Kepler-1480 b,Transit,2016,2016-05,Kepler,0.83,14.68579,81.20839,500.8920000
Kepler-1480 b,Transit,2016,2016-05,Kepler,0.96,14.68579,81.20839,500.8920000
Kepler-1480 b,Transit,2016,2016-05,Kepler,0.83,14.68579,81.20839,500.8920000
Kepler-1481 b,Transit,2016,2016-05,Kepler,,16.38020,80.92025,459.0760000
Kepler-1481 b,Transit,2016,2016-05,Kepler,0.78,16.38020,80.92025,459.0760000
Kepler-1481 b,Transit,2016,2016-05,Kepler,0.77,16.38020,80.92025,459.0760000
Kepler-1481 b,Transit,2016,2016-05,Kepler,0.77,16.38020,80.92025,459.0760000
Kepler-1481 b,Transit,2016,2016-05,Kepler,0.77,16.38020,80.92025,459.0760000
Kepler-1481 b,Transit,2016,2016-05,Kepler,0.75,16.38020,80.92025,459.0760000
Kepler-1481 b,Transit,2016,2016-05,Kepler,0.80,16.38020,80.92025,459.0760000
Kepler-1481 b,Transit,2016,2016-05,Kepler,0.75,16.38020,80.92025,459.0760000
Kepler-1482 b,Transit,2016,2016-05,Kepler,0.93,18.51516,78.90147,567.5560000
Kepler-1482 b,Transit,2016,2016-05,Kepler,,18.51516,78.90147,567.5560000
Kepler-1482 b,Transit,2016,2016-05,Kepler,0.71,18.51516,78.90147,567.5560000
Kepler-1482 b,Transit,2016,2016-05,Kepler,0.88,18.51516,78.90147,567.5560000
Kepler-1482 b,Transit,2016,2016-05,Kepler,0.71,18.51516,78.90147,567.5560000
Kepler-1482 b,Transit,2016,2016-05,Kepler,0.98,18.51516,78.90147,567.5560000
Kepler-1482 b,Transit,2016,2016-05,Kepler,0.98,18.51516,78.90147,567.5560000
Kepler-1483 b,Transit,2016,2016-05,Kepler,1.07,9.35942,75.75719,1273.7800000
Kepler-1483 b,Transit,2016,2016-05,Kepler,1.07,9.35942,75.75719,1273.7800000
Kepler-1483 b,Transit,2016,2016-05,Kepler,1.18,9.35942,75.75719,1273.7800000
Kepler-1483 b,Transit,2016,2016-05,Kepler,1.18,9.35942,75.75719,1273.7800000
Kepler-1483 b,Transit,2016,2016-05,Kepler,1.07,9.35942,75.75719,1273.7800000
Kepler-1483 b,Transit,2016,2016-05,Kepler,1.25,9.35942,75.75719,1273.7800000
Kepler-1483 b,Transit,2016,2016-05,Kepler,,9.35942,75.75719,1273.7800000
Kepler-1483 b,Transit,2016,2016-05,Kepler,1.30,9.35942,75.75719,1273.7800000
Kepler-1484 b,Transit,2016,2016-05,Kepler,0.94,9.32641,71.16511,2879.8300000
Kepler-1484 b,Transit,2016,2016-05,Kepler,1.05,9.32641,71.16511,2879.8300000
Kepler-1484 b,Transit,2016,2016-05,Kepler,1.05,9.32641,71.16511,2879.8300000
Kepler-1484 b,Transit,2016,2016-05,Kepler,0.99,9.32641,71.16511,2879.8300000
Kepler-1484 b,Transit,2016,2016-05,Kepler,1.05,9.32641,71.16511,2879.8300000
Kepler-1484 b,Transit,2016,2016-05,Kepler,0.99,9.32641,71.16511,2879.8300000
Kepler-1484 b,Transit,2016,2016-05,Kepler,1.05,9.32641,71.16511,2879.8300000
Kepler-1484 b,Transit,2016,2016-05,Kepler,0.99,9.32641,71.16511,2879.8300000
Kepler-1485 b,Transit,2016,2016-05,Kepler,1.07,8.90565,79.00501,615.6600000
Kepler-1485 b,Transit,2016,2016-05,Kepler,1.07,8.90565,79.00501,615.6600000
Kepler-1485 b,Transit,2016,2016-05,Kepler,1.06,8.90565,79.00501,615.6600000
Kepler-1485 b,Transit,2016,2016-05,Kepler,1.10,8.90565,79.00501,615.6600000
Kepler-1485 b,Transit,2016,2016-05,Kepler,1.10,8.90565,79.00501,615.6600000
Kepler-1485 b,Transit,2016,2016-05,Kepler,1.10,8.90565,79.00501,615.6600000
Kepler-1485 b,Transit,2016,2016-05,Kepler,1.11,8.90565,79.00501,615.6600000
Kepler-1485 b,Transit,2016,2016-05,Kepler,,8.90565,79.00501,615.6600000
Kepler-1485 b,Transit,2016,2016-05,Kepler,1.07,8.90565,79.00501,615.6600000
Kepler-1486 b,Transit,2016,2016-05,Kepler,1.03,13.93908,77.17571,1769.1400000
Kepler-1486 b,Transit,2016,2016-05,Kepler,1.08,13.93908,77.17571,1769.1400000
Kepler-1486 b,Transit,2016,2016-05,Kepler,1.08,13.93908,77.17571,1769.1400000
Kepler-1486 b,Transit,2016,2016-05,Kepler,1.03,13.93908,77.17571,1769.1400000
Kepler-1486 b,Transit,2016,2016-05,Kepler,,13.93908,77.17571,1769.1400000
Kepler-1486 b,Transit,2016,2016-05,Kepler,1.08,13.93908,77.17571,1769.1400000
Kepler-1486 b,Transit,2016,2016-05,Kepler,1.03,13.93908,77.17571,1769.1400000
Kepler-1486 b,Transit,2016,2016-05,Kepler,1.08,13.93908,77.17571,1769.1400000
Kepler-1486 b,Transit,2016,2016-05,Kepler,1.03,13.93908,77.17571,1769.1400000
Kepler-1487 b,Transit,2016,2016-05,Kepler,1.03,7.62358,72.67602,1014.6200000
Kepler-1487 b,Transit,2016,2016-05,Kepler,,7.62358,72.67602,1014.6200000
Kepler-1487 b,Transit,2016,2016-05,Kepler,1.38,7.62358,72.67602,1014.6200000
Kepler-1487 b,Transit,2016,2016-05,Kepler,1.29,7.62358,72.67602,1014.6200000
Kepler-1487 b,Transit,2016,2016-05,Kepler,1.03,7.62358,72.67602,1014.6200000
Kepler-1487 b,Transit,2016,2016-05,Kepler,1.29,7.62358,72.67602,1014.6200000
Kepler-1487 b,Transit,2016,2016-05,Kepler,1.03,7.62358,72.67602,1014.6200000
Kepler-1487 b,Transit,2016,2016-05,Kepler,1.80,7.62358,72.67602,1014.6200000
Kepler-1488 b,Transit,2016,2016-05,Kepler,,18.12873,80.41883,905.8250000
Kepler-1488 b,Transit,2016,2016-05,Kepler,0.99,18.12873,80.41883,905.8250000
Kepler-1488 b,Transit,2016,2016-05,Kepler,1.03,18.12873,80.41883,905.8250000
Kepler-1488 b,Transit,2016,2016-05,Kepler,1.05,18.12873,80.41883,905.8250000
Kepler-1488 b,Transit,2016,2016-05,Kepler,1.03,18.12873,80.41883,905.8250000
Kepler-1488 b,Transit,2016,2016-05,Kepler,1.00,18.12873,80.41883,905.8250000
Kepler-1488 b,Transit,2016,2016-05,Kepler,0.99,18.12873,80.41883,905.8250000
Kepler-1488 b,Transit,2016,2016-05,Kepler,0.99,18.12873,80.41883,905.8250000
Kepler-1488 b,Transit,2016,2016-05,Kepler,1.03,18.12873,80.41883,905.8250000
Kepler-1489 b,Transit,2016,2016-05,Kepler,0.98,19.67833,73.67390,1283.0500000
Kepler-1489 b,Transit,2016,2016-05,Kepler,,19.67833,73.67390,1283.0500000
Kepler-1489 b,Transit,2016,2016-05,Kepler,0.90,19.67833,73.67390,1283.0500000
Kepler-1489 b,Transit,2016,2016-05,Kepler,0.93,19.67833,73.67390,1283.0500000
Kepler-1489 b,Transit,2016,2016-05,Kepler,1.00,19.67833,73.67390,1283.0500000
Kepler-1489 b,Transit,2016,2016-05,Kepler,0.90,19.67833,73.67390,1283.0500000
Kepler-1489 b,Transit,2016,2016-05,Kepler,1.00,19.67833,73.67390,1283.0500000
Kepler-1489 b,Transit,2016,2016-05,Kepler,1.00,19.67833,73.67390,1283.0500000
Kepler-1489 b,Transit,2016,2016-05,Kepler,0.90,19.67833,73.67390,1283.0500000
Kepler-149 b,Transit,2014,2014-03,Kepler,0.93,14.28192,69.05421,571.0340000
Kepler-149 b,Transit,2014,2014-03,Kepler,0.93,14.28192,69.05421,571.0340000
Kepler-149 b,Transit,2014,2014-03,Kepler,0.93,14.28192,69.05421,571.0340000
Kepler-149 b,Transit,2014,2014-03,Kepler,,14.28192,69.05421,571.0340000
Kepler-149 b,Transit,2014,2014-03,Kepler,0.92,14.28192,69.05421,571.0340000
Kepler-149 b,Transit,2014,2014-03,Kepler,0.85,14.28192,69.05421,571.0340000
Kepler-149 b,Transit,2014,2014-03,Kepler,0.85,14.28192,69.05421,571.0340000
Kepler-149 b,Transit,2014,2014-03,Kepler,0.85,14.28192,69.05421,571.0340000
Kepler-149 b,Transit,2014,2014-03,Kepler,0.91,14.28192,69.05421,571.0340000
Kepler-149 b,Transit,2014,2014-03,Kepler,,14.28192,69.05421,571.0340000
Kepler-149 c,Transit,2014,2014-03,Kepler,0.85,14.28192,69.05421,571.0340000
Kepler-149 c,Transit,2014,2014-03,Kepler,0.85,14.28192,69.05421,571.0340000
Kepler-149 c,Transit,2014,2014-03,Kepler,0.93,14.28192,69.05421,571.0340000
Kepler-149 c,Transit,2014,2014-03,Kepler,0.93,14.28192,69.05421,571.0340000
Kepler-149 c,Transit,2014,2014-03,Kepler,,14.28192,69.05421,571.0340000
Kepler-149 c,Transit,2014,2014-03,Kepler,0.92,14.28192,69.05421,571.0340000
Kepler-149 c,Transit,2014,2014-03,Kepler,0.85,14.28192,69.05421,571.0340000
Kepler-149 c,Transit,2014,2014-03,Kepler,0.91,14.28192,69.05421,571.0340000
Kepler-149 c,Transit,2014,2014-03,Kepler,0.93,14.28192,69.05421,571.0340000
Kepler-149 c,Transit,2014,2014-03,Kepler,,14.28192,69.05421,571.0340000
Kepler-149 c,Transit,2014,2014-03,Kepler,0.93,14.28192,69.05421,571.0340000
Kepler-149 d,Transit,2014,2014-03,Kepler,0.92,14.28192,69.05421,571.0340000
Kepler-149 d,Transit,2014,2014-03,Kepler,0.93,14.28192,69.05421,571.0340000
Kepler-149 d,Transit,2014,2014-03,Kepler,,14.28192,69.05421,571.0340000
Kepler-149 d,Transit,2014,2014-03,Kepler,0.93,14.28192,69.05421,571.0340000
Kepler-149 d,Transit,2014,2014-03,Kepler,0.91,14.28192,69.05421,571.0340000
Kepler-149 d,Transit,2014,2014-03,Kepler,0.93,14.28192,69.05421,571.0340000
Kepler-149 d,Transit,2014,2014-03,Kepler,0.85,14.28192,69.05421,571.0340000
Kepler-149 d,Transit,2014,2014-03,Kepler,,14.28192,69.05421,571.0340000
Kepler-149 d,Transit,2014,2014-03,Kepler,0.93,14.28192,69.05421,571.0340000
Kepler-149 d,Transit,2014,2014-03,Kepler,0.85,14.28192,69.05421,571.0340000
Kepler-149 d,Transit,2014,2014-03,Kepler,0.85,14.28192,69.05421,571.0340000
Kepler-1490 b,Transit,2016,2016-05,Kepler,0.81,9.39277,76.26721,862.9200000
Kepler-1490 b,Transit,2016,2016-05,Kepler,0.96,9.39277,76.26721,862.9200000
Kepler-1490 b,Transit,2016,2016-05,Kepler,0.81,9.39277,76.26721,862.9200000
Kepler-1490 b,Transit,2016,2016-05,Kepler,,9.39277,76.26721,862.9200000
Kepler-1490 b,Transit,2016,2016-05,Kepler,0.90,9.39277,76.26721,862.9200000
Kepler-1490 b,Transit,2016,2016-05,Kepler,0.96,9.39277,76.26721,862.9200000
Kepler-1490 b,Transit,2016,2016-05,Kepler,0.81,9.39277,76.26721,862.9200000
Kepler-1490 b,Transit,2016,2016-05,Kepler,0.96,9.39277,76.26721,862.9200000
Kepler-1490 b,Transit,2016,2016-05,Kepler,0.81,9.39277,76.26721,862.9200000
Kepler-1491 b,Transit,2016,2016-05,Kepler,0.99,12.15156,78.39834,2065.5900000
Kepler-1491 b,Transit,2016,2016-05,Kepler,,12.15156,78.39834,2065.5900000
Kepler-1491 b,Transit,2016,2016-05,Kepler,1.01,12.15156,78.39834,2065.5900000
Kepler-1491 b,Transit,2016,2016-05,Kepler,1.01,12.15156,78.39834,2065.5900000
Kepler-1491 b,Transit,2016,2016-05,Kepler,0.98,12.15156,78.39834,2065.5900000
Kepler-1491 b,Transit,2016,2016-05,Kepler,0.98,12.15156,78.39834,2065.5900000
Kepler-1491 b,Transit,2016,2016-05,Kepler,1.01,12.15156,78.39834,2065.5900000
Kepler-1491 b,Transit,2016,2016-05,Kepler,1.00,12.15156,78.39834,2065.5900000
Kepler-1492 b,Transit,2016,2016-05,Kepler,,13.43002,72.43279,331.5530000
Kepler-1492 b,Transit,2016,2016-05,Kepler,0.71,13.43002,72.43279,331.5530000
Kepler-1492 b,Transit,2016,2016-05,Kepler,0.95,13.43002,72.43279,331.5530000
Kepler-1492 b,Transit,2016,2016-05,Kepler,0.95,13.43002,72.43279,331.5530000
Kepler-1492 b,Transit,2016,2016-05,Kepler,0.71,13.43002,72.43279,331.5530000
Kepler-1492 b,Transit,2016,2016-05,Kepler,0.77,13.43002,72.43279,331.5530000
Kepler-1492 b,Transit,2016,2016-05,Kepler,0.71,13.43002,72.43279,331.5530000
Kepler-1492 b,Transit,2016,2016-05,Kepler,0.95,13.43002,72.43279,331.5530000
Kepler-1492 b,Transit,2016,2016-05,Kepler,0.95,13.43002,72.43279,331.5530000
Kepler-1493 b,Transit,2016,2016-05,Kepler,0.71,12.43136,70.11329,555.0510000
Kepler-1493 b,Transit,2016,2016-05,Kepler,0.71,12.43136,70.11329,555.0510000
Kepler-1493 b,Transit,2016,2016-05,Kepler,0.71,12.43136,70.11329,555.0510000
Kepler-1493 b,Transit,2016,2016-05,Kepler,,12.43136,70.11329,555.0510000
Kepler-1493 b,Transit,2016,2016-05,Kepler,1.06,12.43136,70.11329,555.0510000
Kepler-1493 b,Transit,2016,2016-05,Kepler,,12.43136,70.11329,555.0510000
Kepler-1493 b,Transit,2016,2016-05,Kepler,1.01,12.43136,70.11329,555.0510000
Kepler-1494 b,Transit,2016,2016-05,Kepler,1.01,18.31341,72.72814,1285.4800000
Kepler-1494 b,Transit,2016,2016-05,Kepler,1.01,18.31341,72.72814,1285.4800000
Kepler-1494 b,Transit,2016,2016-05,Kepler,1.01,18.31341,72.72814,1285.4800000
Kepler-1494 b,Transit,2016,2016-05,Kepler,,18.31341,72.72814,1285.4800000
Kepler-1494 b,Transit,2016,2016-05,Kepler,0.96,18.31341,72.72814,1285.4800000
Kepler-1494 b,Transit,2016,2016-05,Kepler,1.01,18.31341,72.72814,1285.4800000
Kepler-1494 b,Transit,2016,2016-05,Kepler,1.01,18.31341,72.72814,1285.4800000
Kepler-1494 b,Transit,2016,2016-05,Kepler,1.01,18.31341,72.72814,1285.4800000
Kepler-1494 b,Transit,2016,2016-05,Kepler,1.01,18.31341,72.72814,1285.4800000
Kepler-1495 b,Transit,2016,2016-05,Kepler,,14.24120,69.51750,1355.5400000
Kepler-1495 b,Transit,2016,2016-05,Kepler,0.91,14.24120,69.51750,1355.5400000
Kepler-1495 b,Transit,2016,2016-05,Kepler,0.91,14.24120,69.51750,1355.5400000
Kepler-1495 b,Transit,2016,2016-05,Kepler,1.03,14.24120,69.51750,1355.5400000
Kepler-1495 b,Transit,2016,2016-05,Kepler,,14.24120,69.51750,1355.5400000
Kepler-1495 b,Transit,2016,2016-05,Kepler,0.91,14.24120,69.51750,1355.5400000
Kepler-1495 b,Transit,2016,2016-05,Kepler,0.91,14.24120,69.51750,1355.5400000
Kepler-1496 b,Transit,2016,2016-05,Kepler,1.05,11.76093,78.15314,1307.6600000
Kepler-1496 b,Transit,2016,2016-05,Kepler,1.05,11.76093,78.15314,1307.6600000
Kepler-1496 b,Transit,2016,2016-05,Kepler,,11.76093,78.15314,1307.6600000
Kepler-1496 b,Transit,2016,2016-05,Kepler,1.10,11.76093,78.15314,1307.6600000
Kepler-1496 b,Transit,2016,2016-05,Kepler,1.05,11.76093,78.15314,1307.6600000
Kepler-1496 b,Transit,2016,2016-05,Kepler,1.05,11.76093,78.15314,1307.6600000
Kepler-1496 b,Transit,2016,2016-05,Kepler,1.10,11.76093,78.15314,1307.6600000
Kepler-1496 b,Transit,2016,2016-05,Kepler,1.18,11.76093,78.15314,1307.6600000
Kepler-1496 b,Transit,2016,2016-05,Kepler,1.10,11.76093,78.15314,1307.6600000
Kepler-1497 b,Transit,2016,2016-05,Kepler,,10.51126,79.14407,
Kepler-1497 b,Transit,2016,2016-05,Kepler,1.00,10.51126,79.14407,
Kepler-1497 b,Transit,2016,2016-05,Kepler,0.96,10.51126,79.14407,
Kepler-1497 b,Transit,2016,2016-05,Kepler,1.00,10.51126,79.14407,
Kepler-1497 b,Transit,2016,2016-05,Kepler,0.95,10.51126,79.14407,
Kepler-1497 b,Transit,2016,2016-05,Kepler,1.00,10.51126,79.14407,
Kepler-1497 b,Transit,2016,2016-05,Kepler,,10.51126,79.14407,
Kepler-1498 b,Transit,2016,2016-05,Kepler,0.86,17.50929,75.01958,
Kepler-1498 b,Transit,2016,2016-05,Kepler,0.83,17.50929,75.01958,
Kepler-1498 b,Transit,2016,2016-05,Kepler,0.83,17.50929,75.01958,
Kepler-1498 b,Transit,2016,2016-05,Kepler,,17.50929,75.01958,
Kepler-1498 b,Transit,2016,2016-05,Kepler,0.93,17.50929,75.01958,
Kepler-1498 b,Transit,2016,2016-05,Kepler,,17.50929,75.01958,
Kepler-1498 b,Transit,2016,2016-05,Kepler,,17.50929,75.01958,
Kepler-1498 b,Transit,2016,2016-05,Kepler,0.83,17.50929,75.01958,
Kepler-1499 b,Transit,2016,2016-05,Kepler,0.72,16.85567,71.61600,309.8690000
Kepler-1499 b,Transit,2016,2016-05,Kepler,0.72,16.85567,71.61600,309.8690000
